objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,mCr4_u,mCr4_g,mCr4_r,mCr4_i,mCr4_z,mCr4PSF_u,mCr4PSF_g,mCr4PSF_r,mCr4PSF_i,mCr4PSF_z,petroR50_u,petroR50_g,petroR50_r,petroR50_i,petroR50_z,petroR90_u,petroR90_g,petroR90_r,petroR90_i,petroR90_z,type,specobjid,class,subClass,redshift,plate,mjd,fiberid,sourceType,nvote,p_el,p_cw,p_acw,p_edge,p_dk,p_mg
1.23766E+18,115.4562697,43.9815579,20.08032,18.04476,16.95513,16.47991,16.10577,4204,301,4,71,2.169361,2.338431,2.35306,2.342351,2.304524,2.10622,2.090451,2.134998,2.122771,2.115816,3.603058,1.988128,1.841212,1.784921,1.762361,7.12256,5.802264,5.536888,5.347191,5.273455,3,6.6901E+18,GALAXY,,0.1357725,5942,56210,22,LRG,25,0.920000017,0,0,0,0.079999998,0
1.23766E+18,115.0959046,44.36648524,20.30844,18.32731,17.19106,16.66098,16.2548,4204,301,5,73,2.306036,2.353921,2.374382,2.358626,2.357549,2.104934,2.080285,2.142047,2.134751,2.064232,3.240727,2.645632,2.357988,2.211412,2.163245,6.161866,7.243749,6.900398,7.034698,6.37803,3,6.69012E+18,GALAXY,,0.1351317,5942,56210,74,LRG,27,0.814999998,0,0,0.111000001,0.074000001,0
1.23766E+18,115.440188,44.72106158,18.49481,16.34122,15.2488,14.76581,14.3856,4204,301,5,76,2.54011,2.532557,2.53363,2.53362,2.498383,2.112253,2.075683,2.140653,2.1403,2.058866,9.816016,7.45512,6.471054,6.353858,5.933896,24.17248,20.8462,19.23153,18.90513,15.33349,3,6.69037E+18,GALAXY,,0.1348481,5942,56210,978,LRG,29,0.930999994,0.034000002,0,0.034000002,0,0
1.23766E+18,115.440188,44.72106158,18.49481,16.34122,15.2488,14.76581,14.3856,4204,301,5,76,2.54011,2.532557,2.53363,2.53362,2.498383,2.112253,2.075683,2.140653,2.1403,2.058866,9.816016,7.45512,6.471054,6.353858,5.933896,24.17248,20.8462,19.23153,18.90513,15.33349,3,6.69124E+18,GALAXY,,0.1348391,5943,56218,50,BRIGHTGAL,29,0.930999994,0.034000002,0,0.034000002,0,0
1.23766E+18,114.3309439,43.28658398,20.86767,19.05532,17.90946,17.38567,16.97748,4204,301,5,65,2.189636,1.935208,2.036671,2.091005,2.117935,2.108925,2.079632,2.128511,2.131294,2.060533,4.327982,2.647296,2.602647,2.247239,2.008355,10.80296,5.188564,5.988666,5.009202,4.130928,3,7.17659E+18,GALAXY,AGN BROADLINE,0.1593111,6374,56326,367,WISE_BOSS_QSO,37,0.054000001,0.027000001,0,0.91900003,0,0
1.23766E+18,116.2813665,45.3440046,25.96626,22.08327,20.08922,19.36316,19.0588,4204,301,4,81,-9999,1.94672,2.200228,2.25353,2.139874,2.086855,2.103585,2.132629,2.127408,2.100222,-9999,0.761687,0.834158,0.803656,0.7089859,-9999,1.235578,1.512089,1.556345,1.288085,3,7.17777E+18,GALAXY,,0.425364,6375,56323,583,WISE_COMPLETE,31,0.741999984,0,0,0.032000002,0.225999996,0
1.23766E+18,116.6179081,46.23090391,21.00562,20.51946,19.93172,19.56531,19.25103,4204,301,5,87,1.878778,2.124877,2.361769,2.192587,2.027191,2.095011,2.072236,2.140081,2.15212,2.076662,0.7991995,0.7905101,0.9293848,0.7972831,1.130996,3.168398,1.705575,2.242538,1.916648,3.318951,3,7.19244E+18,QSO,STARBURST BROADLINE,0.2141882,6388,56309,687,WISE_COMPLETE,27,0.222000003,0,0,0.111000001,0.629999995,0.037
1.23765E+18,118.5131932,45.83551213,25.05732,21.28513,19.54243,18.83619,18.24785,1350,301,6,104,-9999,2.172068,2.339231,2.3753,2.279344,2.072644,2.064479,2.074973,2.081468,2.068711,0.2679561,1.960674,1.935795,1.841389,2.159309,0.4069017,5.147857,5.243355,5.052814,6.313602,3,7.19252E+18,GALAXY,,0.4084892,6388,56309,976,WISE_COMPLETE,23,0.870000005,0,0,0,0.129999995,0
1.23765E+18,118.1930758,45.48647726,21.81281,21.2112,19.43446,18.42458,17.90251,1350,301,6,101,0.8267168,2.006253,2.308494,2.313039,2.359444,2.071819,2.063688,2.074602,2.0746,2.067033,4.676716,1.745534,1.697542,1.588908,1.806594,7.014471,6.208034,5.216807,4.437372,4.418316,3,7.19464E+18,GALAXY,,0.5080723,6390,56244,492,LRG_ROUND3,60,0.616999984,0,0.082999997,0.116999999,0.182999998,0
1.23766E+18,123.2535118,53.35766074,20.37534,19.15475,18.96172,18.73583,18.55745,4204,301,5,143,1.718202,1.735653,1.883496,1.822602,1.901305,2.137837,2.100782,2.149732,2.153249,2.108151,1.212876,1.400282,1.293765,1.195899,1.177035,1.835073,2.261843,2.197142,2.085312,2.156985,3,8.21933E+18,GALAXY,STARFORMING,0.04108687,7300,56707,940,SEQUELS_TARGET,31,0.160999998,0,0,0.257999986,0.58099997,0
1.23766E+18,124.6629194,54.47665163,20.63936,18.52584,17.4885,17.03219,16.69482,4204,301,5,152,1.650433,2.247215,2.28703,2.303204,2.316774,2.104342,2.123044,2.134804,2.134048,2.12595,2.062608,2.007277,1.963717,1.984546,1.918871,7.603166,4.919605,5.041818,5.046856,5.039523,3,8.30471E+18,GALAXY,,0.1178177,7376,56749,277,SEQUELS_TARGET,29,0.723999977,0,0.068999998,0.137999997,0.068999998,0
1.23766E+18,140.365975,62.41553392,20.95652,18.87182,17.48499,16.94958,16.59925,4204,301,3,228,0.6909499,2.388959,2.37339,2.368273,2.363939,2.115007,2.08981,2.12528,2.117303,2.084608,5.02434,2.255111,2.166762,2.26461,1.843916,9.322382,6.433119,6.662808,7.210333,5.434909,3,8.38363E+18,GALAXY,,0.2018585,7446,56722,640,LRG,19,0.947000027,0,0,0.052999999,0,0
1.23766E+18,141.5490613,63.4652282,19.30705,17.35585,16.27795,15.80414,15.44467,4204,301,4,235,2.49269,2.396894,2.401535,2.404107,2.381661,2.106963,2.090899,2.123996,2.141517,2.125516,4.164537,2.897398,2.628747,2.610647,2.53505,10.16386,9.196713,8.381374,8.440963,8.811983,3,8.38471E+18,GALAXY,AGN,0.1201545,7447,56746,486,LRG,72,0.388999999,0,0,0.041999999,0.028000001,0.541999996
1.23766E+18,342.9774705,12.77597787,24.63466,25.11438,21.91383,20.39899,20.0126,2566,301,1,197,-9999,-9999,1.971203,1.984957,2.015442,2.097101,2.113347,2.093761,2.0705,2.074519,-9999,-9999,0.5667256,0.6068916,0.5412819,-9999,-9999,1.021531,1.108566,0.9439512,6,5.68142E+18,GALAXY,,0.03818953,5046,56243,484,BRIGHTGAL,33,0.061000001,0.818000019,0.029999999,0.090999998,0,0
1.23766E+18,333.1507285,11.75089319,18.52356,16.67342,15.70997,15.26323,14.8851,2507,301,1,108,2.423017,2.521357,2.496914,2.486326,2.431836,2.07762,2.119559,2.102304,2.14308,2.039064,4.376913,3.418341,3.288616,3.126535,3.11441,12.16518,10.21244,10.68223,10.17084,10.60595,3,5.68256E+18,GALAXY,,0.09084871,5047,55833,538,BRIGHTGAL,57,0.894999981,0,0,0.035,0,0.07
1.23766E+18,338.2047052,12.18773984,20.99169,18.63415,17.28374,16.72536,16.33974,2566,301,1,166,2.200193,2.291748,2.300028,2.309802,2.298246,2.09051,2.113065,2.084858,2.061917,2.036087,3.15181,1.395504,1.401759,1.42312,1.371709,5.410206,3.828734,3.940962,3.8538,3.84146,3,5.68382E+18,GALAXY,,0.1774911,5048,56218,994,LRG,62,0.5,0,0.032000002,0.032000002,0.128999993,0.305999994
1.23766E+18,339.3872973,12.5150147,19.59203,17.66135,16.67244,16.20885,15.8693,2507,301,1,149,2.464979,2.461907,2.463322,2.484011,2.441466,2.099982,2.113099,2.096354,2.093388,2.067077,4.399805,2.517919,2.532061,2.452927,2.298815,9.98604,7.214498,7.465201,7.33725,6.503732,3,5.68489E+18,GALAXY,STARFORMING,0.09670116,5049,56103,794,LRG,31,0.612999976,0,0,0,0.064999998,0.323000014
1.23766E+18,216.4230424,7.361696953,19.56194,17.59454,16.68496,16.21945,15.84904,3909,301,1,140,2.210484,2.284781,2.330059,2.33048,2.316642,2.099313,2.127507,2.111094,2.087262,2.168709,2.586648,4.025439,3.612794,3.48255,2.859631,4.579037,9.775779,9.185486,9.27748,7.147168,3,6.14976E+18,GALAXY,STARFORMING,0.04727695,5462,55978,362,LRG,35,0.143000007,0.028999999,0.028999999,0.742999971,0.057,0
1.23766E+18,218.9375577,7.189079625,17.9218,16.13382,15.3107,14.90809,14.59143,3909,301,1,157,2.30868,2.399898,2.446736,2.478568,2.479963,2.114107,2.11972,2.093197,2.098114,2.138144,4.327094,3.979974,3.766346,3.680633,3.533783,10.62737,10.50832,10.31933,10.16362,9.331939,3,6.15536E+18,GALAXY,,0.05904021,5467,55973,244,BRIGHTGAL,47,0.871999979,0,0,0.085000001,0,0.043000001
1.23766E+18,1.522832432,13.88163525,22.58838,21.48737,19.70091,18.68612,18.19209,2566,301,1,318,0.2938953,1.757767,2.413725,2.466982,2.206692,2.076652,2.099229,2.102504,2.08463,2.088693,0.442468,1.63815,1.93214,1.574857,1.460668,0.4856984,5.204171,4.587979,4.428854,4.964755,3,6.36041E+18,GALAXY,,0.5168394,5649,55912,743,LRG,33,0.575999975,0,0,0.090999998,0.273000002,0.061000001
1.23766E+18,351.7975259,13.48689429,21.46355,19.05383,17.83787,17.18147,16.72087,2507,301,1,230,1.671945,2.087958,2.186745,2.212853,2.329261,2.081609,2.129323,2.099746,2.111242,2.093377,1.409748,2.378908,2.228732,2.054097,2.342024,2.812917,4.974973,5.151828,4.892305,6.740011,3,6.91649E+18,GALAXY,,0.120485,6143,56267,332,LRG,35,0.200000003,0.028999999,0.028999999,0.114,0.171000004,0.456999987
1.23766E+18,355.2737184,13.5580351,20.08177,18.15435,16.9316,16.42398,15.99277,2566,301,1,278,2.138138,2.358516,2.35979,2.352078,2.325132,2.097785,2.124734,2.076537,2.083518,2.075206,2.295003,2.440537,2.415266,2.399584,2.254913,5.925683,7.421983,7.98114,8.217574,7.164745,3,6.91758E+18,GALAXY,,0.157125,6144,56237,170,LRG,63,0.921000004,0.016000001,0,0.048,0.016000001,0
1.23766E+18,345.1344867,13.03439917,16.70358,15.47651,14.70126,14.26556,13.89779,2566,301,1,212,1.846137,1.990406,2.061836,2.129444,2.19781,2.091708,2.103913,2.106864,2.088878,2.092506,6.524295,6.712172,6.294597,6.093159,5.567308,13.55958,14.28404,13.99127,13.63061,12.05781,3,6.91992E+18,GALAXY,STARBURST,0.0291151,6146,56265,512,BRIGHTGAL,29,0.137999997,0.275999993,0.068999998,0.379000008,0.034000002,0.103
1.23766E+18,345.3191392,13.05057999,19.06575,17.38923,16.52869,16.06606,15.73068,2566,301,1,213,0.5562857,2.377053,2.342715,2.309219,2.332368,2.098192,2.117231,2.101779,2.0825,2.077269,5.073617,4.449742,4.070431,3.652236,3.324042,10.21998,9.837669,9.635386,8.723601,7.308908,3,6.91992E+18,GALAXY,,0.04839282,6146,56265,516,BRIGHTGAL,34,0.206,0.675999999,0.028999999,0.059,0.028999999,0
1.23766E+18,348.4301005,13.18431838,21.15752,18.87841,17.61034,17.08019,16.68884,2566,301,1,233,2.151872,2.337047,2.330117,2.329037,2.359771,2.079978,2.118438,2.064124,2.065604,2.072139,2.30512,1.708453,1.579895,1.594199,1.319518,5.562805,5.171488,4.848137,4.948092,3.62881,3,6.92108E+18,GALAXY,,0.1758155,6147,56239,648,LRG,32,0.656000018,0,0.061999999,0.061999999,0.125,0.093999997
1.23766E+18,348.9416386,13.29695577,17.41647,15.77668,15.03061,14.67618,14.45672,2566,301,1,236,2.409852,2.369578,2.374387,2.379674,2.331841,2.102462,2.122331,2.072921,2.061458,2.081395,3.534654,9.789415,12.10814,9.295655,5.634583,7.122868,43.03883,48.89608,45.35372,20.37492,3,6.92112E+18,GALAXY,,0.01513204,6147,56239,762,BRIGHTGAL,58,0.328000009,0,0,0.414000005,0.017000001,0.240999997
1.23766E+18,350.8438747,13.31922208,16.21462,14.71547,13.91876,13.50521,13.219,2566,301,1,249,2.140134,2.206973,2.307377,2.357208,2.379693,2.111909,2.123568,2.079524,2.034442,2.033185,16.3845,13.95613,12.83243,12.49345,11.47471,39.36179,31.55366,29.7753,29.5716,25.61689,3,6.92223E+18,GALAXY,STARFORMING,0.01306325,6148,56209,712,BRIGHTGAL,55,0,0,0.981999993,0.017999999,0,0
1.23766E+18,355.2737184,13.5580351,20.08177,18.15435,16.9316,16.42398,15.99277,2566,301,1,278,2.138138,2.358516,2.35979,2.352078,2.325132,2.097785,2.124734,2.076537,2.083518,2.075206,2.295003,2.440537,2.415266,2.399584,2.254913,5.925683,7.421983,7.98114,8.217574,7.164745,3,6.92444E+18,GALAXY,,0.1571523,6150,56187,548,LRG,63,0.921000004,0.016000001,0,0.048,0.016000001,0
1.23766E+18,1.571363716,13.90742093,19.55715,17.2955,16.16845,15.60998,15.16155,2566,301,1,319,2.101664,2.446618,2.406956,2.417835,2.385492,2.089245,2.111863,2.104464,2.081913,2.077452,3.262575,2.899631,2.699214,2.546272,2.455067,7.931944,8.888227,8.611176,8.332393,8.251334,3,6.95376E+18,GALAXY,,0.07610109,6176,56264,744,BRIGHTGAL,36,0.138999999,0.028000001,0,0.833000004,0,0
1.23766E+18,1.522832432,13.88163525,22.58838,21.48737,19.70091,18.68612,18.19209,2566,301,1,318,0.2938953,1.757767,2.413725,2.466982,2.206692,2.076652,2.099229,2.102504,2.08463,2.088693,0.442468,1.63815,1.93214,1.574857,1.460668,0.4856984,5.204171,4.587979,4.428854,4.964755,3,6.95471E+18,GALAXY,,0.5166631,6177,56268,83,LRG,33,0.575999975,0,0,0.090999998,0.273000002,0.061000001
1.23766E+18,0.417163121,13.75116973,20.07421,17.85667,16.80182,16.33192,15.96142,2566,301,1,311,2.310566,2.395963,2.379023,2.377599,2.393617,2.085767,2.107767,2.080588,2.065264,2.044813,0.755127,2.393203,2.350721,2.315248,2.194413,1.212155,6.288214,6.349437,6.304317,5.672412,3,6.95477E+18,GALAXY,,0.1100308,6177,56268,306,LRG,31,0.709999979,0.128999993,0.032000002,0.097000003,0,0.032000002
1.23765E+18,195.3818374,-0.68793946,19.50344,18.32922,17.98561,17.69378,17.5871,752,301,2,346,2.225336,2.159988,2.372079,2.367928,2.379345,2.083445,2.113329,2.115185,2.119554,2.093932,1.989154,2.012411,1.881082,1.862883,1.9833,4.113978,4.192835,3.950375,3.880368,4.749156,3,3.29908E+17,GALAXY,STARFORMING,0.06216006,293,51689,70,QSO,33,0.363999993,0.181999996,0,0.273000002,0.181999996,0
1.23765E+18,195.2275657,-0.698051247,19.30902,18.53376,18.38342,18.09463,18.10676,752,301,2,345,2.230864,2.179775,2.227066,2.236468,2.2081,2.09617,2.112327,2.104783,2.111403,2.115463,1.298888,1.210674,1.097375,1.126155,1.263248,3.370733,2.874051,2.85449,3.138534,3.193953,3,3.29908E+17,GALAXY,STARBURST,0.08211814,293,51994,70,QSO,29,0.448000014,0.034000002,0,0.137999997,0.379000008,0
1.23765E+18,194.9972926,-0.771592676,23.05668,20.44511,18.54129,17.88019,17.43859,752,301,2,344,-2.282699,2.242358,2.395407,2.436318,2.466723,2.086395,2.09766,2.103841,2.109085,2.103831,10.47735,0.540659,3.160229,2.691711,2.114447,12.57431,0.7709727,9.387252,7.458465,5.507949,3,3.29912E+17,GALAXY,,0.3799939,293,51994,86,GALAXY,66,0.712000012,0,0.015,0.029999999,0.211999997,0.029999999
1.23765E+18,194.9972926,-0.771592676,23.05668,20.44511,18.54129,17.88019,17.43859,752,301,2,344,-2.282699,2.242358,2.395407,2.436318,2.466723,2.086395,2.09766,2.103841,2.109085,2.103831,10.47735,0.540659,3.160229,2.691711,2.114447,12.57431,0.7709727,9.387252,7.458465,5.507949,3,3.29916E+17,GALAXY,,0.379865,293,51689,100,GALAXY,66,0.712000012,0,0.015,0.029999999,0.211999997,0.029999999
1.23765E+18,195.060546,-0.721704606,19.75046,18.775,18.37049,18.11263,18.05086,752,301,2,344,2.435184,2.28313,2.377388,2.379825,2.369333,2.088231,2.094519,2.109629,2.113813,2.09449,2.125812,1.801706,1.916563,2.144134,2.017524,5.899667,4.104458,4.800179,5.498258,5.218466,3,3.29917E+17,GALAXY,STARFORMING,0.1061025,293,51994,103,ROSAT_D,26,0.345999986,0.077,0,0.268999994,0.307999998,0
1.23765E+18,195.146572,-0.704944946,22.65952,21.09089,19.43756,18.60443,18.19782,752,301,2,345,0.3983357,2.158642,2.436646,2.452403,2.402515,2.098714,2.108961,2.10288,2.105824,2.107255,4.346558,1.899798,2.166613,2.020505,2.004463,8.589322,4.266497,6.487667,7.645516,5.493045,3,3.29919E+17,GALAXY,,0.466502,293,51689,109,GALAXY,32,0.5,0,0.25,0.030999999,0.187999994,0.030999999
1.23765E+18,195.060546,-0.721704606,19.75046,18.775,18.37049,18.11263,18.05086,752,301,2,344,2.435184,2.28313,2.377388,2.379825,2.369333,2.088231,2.094519,2.109629,2.113813,2.09449,2.125812,1.801706,1.916563,2.144134,2.017524,5.899667,4.104458,4.800179,5.498258,5.218466,3,3.29921E+17,GALAXY,STARFORMING,0.1061277,293,51689,119,ROSAT_D,26,0.345999986,0.077,0,0.268999994,0.307999998,0
1.23765E+18,195.146572,-0.704944946,22.65952,21.09089,19.43756,18.60443,18.19782,752,301,2,345,0.3983357,2.158642,2.436646,2.452403,2.402515,2.098714,2.108961,2.10288,2.105824,2.107255,4.346558,1.899798,2.166613,2.020505,2.004463,8.589322,4.266497,6.487667,7.645516,5.493045,3,3.29921E+17,GALAXY,,0.4663051,293,51994,119,GALAXY,32,0.5,0,0.25,0.030999999,0.187999994,0.030999999
1.23765E+18,194.5715268,-1.169802188,22.80055,20.53224,19.00371,18.42456,17.98871,752,301,1,341,0.6065236,2.175999,2.239011,2.261724,2.235363,2.105059,2.121794,2.100571,2.095752,2.081978,2.712349,1.430484,1.16489,1.182403,1.185656,5.016651,3.972983,3.142161,3.516737,3.230779,3,3.29923E+17,GALAXY,,0.2645044,293,51994,126,SERENDIPITY_FIRST,30,0.699999988,0,0.133000001,0.067000002,0.067000002,0.033
1.23765E+18,194.5715268,-1.169802188,22.80055,20.53224,19.00371,18.42456,17.98871,752,301,1,341,0.6065236,2.175999,2.239011,2.261724,2.235363,2.105059,2.121794,2.100571,2.095752,2.081978,2.712349,1.430484,1.16489,1.182403,1.185656,5.016651,3.972983,3.142161,3.516737,3.230779,3,3.29924E+17,GALAXY,,0.2646144,293,51689,127,SERENDIPITY_FIRST,30,0.699999988,0,0.133000001,0.067000002,0.067000002,0.033
1.23765E+18,194.308138,-1.200379596,19.94797,19.31485,18.47087,17.99001,17.80324,752,301,1,339,2.131014,2.287936,2.320498,2.306803,2.225826,2.087336,2.111709,2.104662,2.085121,2.078302,1.006533,1.29839,1.410971,1.37816,1.265854,2.566979,2.709662,3.135072,3.107937,2.996678,3,3.29945E+17,GALAXY,STARFORMING,0.1961772,293,51994,206,QSO,29,0.689999998,0,0.034000002,0.068999998,0.207000002,0
1.23765E+18,194.308138,-1.200379596,19.94797,19.31485,18.47087,17.99001,17.80324,752,301,1,339,2.131014,2.287936,2.320498,2.306803,2.225826,2.087336,2.111709,2.104662,2.085121,2.078302,1.006533,1.29839,1.410971,1.37816,1.265854,2.566979,2.709662,3.135072,3.107937,2.996678,3,3.29946E+17,GALAXY,STARFORMING,0.1962464,293,51689,209,QSO,29,0.689999998,0,0.034000002,0.068999998,0.207000002,0
1.23765E+18,194.2791894,-0.807690064,18.85851,17.89315,17.57816,17.42415,17.35668,752,301,2,339,2.145487,2.07665,2.133482,2.163675,0.5122635,2.102949,2.105823,2.111154,2.104952,2.123528,3.898243,4.806701,4.836493,5.214574,5.086438,6.776112,10.61266,10.27304,11.6792,12.22512,3,3.29947E+17,GALAXY,,0.009409807,293,51689,213,GALAXY,58,0.361999989,0,0.034000002,0.259000003,0.310000002,0.034000002
1.23765E+18,194.2791894,-0.807690064,18.85851,17.89315,17.57816,17.42415,17.35668,752,301,2,339,2.145487,2.07665,2.133482,2.163675,0.5122635,2.102949,2.105823,2.111154,2.104952,2.123528,3.898243,4.806701,4.836493,5.214574,5.086438,6.776112,10.61266,10.27304,11.6792,12.22512,3,3.29949E+17,GALAXY,STARFORMING,0.009448688,293,51994,218,GALAXY,58,0.361999989,0,0.034000002,0.259000003,0.310000002,0.034000002
1.23765E+18,194.0856996,-0.660235151,21.77105,19.84906,18.18908,17.59214,17.2061,752,301,2,337,1.747957,2.282285,2.334653,2.316042,2.33,2.101309,2.1019,2.110092,2.122896,2.127172,2.989303,1.496653,1.732822,1.700782,1.630564,6.553823,3.622281,5.441783,5.174696,4.842672,3,3.2995E+17,GALAXY,,0.2823758,293,51689,222,GALAXY,29,0.586000025,0,0.034000002,0.034000002,0.310000002,0.034000002
1.23765E+18,194.0549698,-0.707478621,24.37747,20.16612,18.39717,17.73062,17.33349,752,301,2,337,-9999,2.273547,2.307203,2.335456,2.266294,2.110839,2.10509,2.123234,2.122262,2.125351,5.872224,2.087925,1.800606,1.838558,1.665606,7.599208,6.11393,5.828032,5.903735,5.651022,3,3.29951E+17,GALAXY,,0.3779371,293,51689,227,GALAXY,30,0.800000012,0,0,0.033,0.166999996,0
1.23765E+18,194.0856996,-0.660235151,21.77105,19.84906,18.18908,17.59214,17.2061,752,301,2,337,1.747957,2.282285,2.334653,2.316042,2.33,2.101309,2.1019,2.110092,2.122896,2.127172,2.989303,1.496653,1.732822,1.700782,1.630564,6.553823,3.622281,5.441783,5.174696,4.842672,3,3.29951E+17,GALAXY,,0.2823789,293,51994,227,GALAXY,29,0.586000025,0,0.034000002,0.034000002,0.310000002,0.034000002
1.23765E+18,194.0549698,-0.707478621,24.37747,20.16612,18.39717,17.73062,17.33349,752,301,2,337,-9999,2.273547,2.307203,2.335456,2.266294,2.110839,2.10509,2.123234,2.122262,2.125351,5.872224,2.087925,1.800606,1.838558,1.665606,7.599208,6.11393,5.828032,5.903735,5.651022,3,3.29951E+17,GALAXY,,0.3779813,293,51994,228,GALAXY,30,0.800000012,0,0,0.033,0.166999996,0
1.23765E+18,159.1355392,1.692823652,19.25002,17.2845,16.35802,15.92133,15.60401,1458,301,2,229,2.327615,2.259496,2.303548,2.335078,2.30967,2.070737,2.089695,2.10837,2.128029,2.090212,1.404819,1.891496,1.874845,1.827275,1.76292,3.249849,6.496146,6.503212,6.462137,6.12343,3,5.33011E+18,GALAXY,,0.06352977,4734,55646,352,LRG,27,0.370000005,0,0,0,0.074000001,0.555999994
1.23765E+18,158.7061812,1.62536328,18.90286,17.39637,16.47749,15.99499,15.64906,1458,301,2,226,2.368063,2.295589,2.351003,2.389779,2.377208,2.061052,2.083149,2.082957,2.127611,2.090195,2.819651,2.492355,2.221825,2.137599,1.973608,7.30174,7.319221,6.925747,6.866327,6.458504,3,5.33013E+18,GALAXY,AGN BROADLINE,0.1234658,4734,55646,422,LRG,31,0.160999998,0,0.097000003,0.257999986,0.194000006,0.289999992
1.23765E+18,141.2841769,1.770008236,20.72311,18.82754,17.47068,16.93459,16.50029,1907,301,3,125,2.223213,2.255366,2.302111,2.307878,2.305578,2.095171,2.116642,2.128093,2.10949,2.102594,4.002974,1.765746,1.78669,1.670844,1.630391,6.946586,5.045924,5.413907,5.210047,5.023078,3,5.33118E+18,GALAXY,BROADLINE,0.1762307,4735,55651,174,LRG,57,0.43900001,0,0,0.035,0.052999999,0.474000007
1.23765E+18,141.0091284,1.598801715,23.89774,22.49054,20.74127,19.53753,18.94959,1907,301,3,123,0.3502425,2.172349,2.147141,2.201881,2.089204,2.093793,2.114859,2.122589,2.11344,2.10566,1.689119,1.65122,1.19223,1.065313,1.061273,1.819564,4.219286,3.453,2.451475,3.643826,3,5.33121E+18,GALAXY,,0.6228748,4735,55651,255,LRG,55,0.545000017,0,0,0.108999997,0.344999999,0
1.23767E+18,140.6815384,2.131533813,20.91063,18.65483,17.30637,16.79091,16.43204,6749,301,1,162,2.163828,2.319626,2.358985,2.368097,2.348391,2.065002,2.103027,2.125748,2.124776,2.087507,1.804279,2.35387,2.451114,2.476258,2.326989,3.435942,8.051096,8.12088,8.22269,7.533368,3,5.33122E+18,GALAXY,,0.1965016,4735,55651,306,LRG,31,0.967999995,0,0,0.032000002,0,0
1.23765E+18,146.3010832,1.363422259,20.17353,17.93034,16.75254,16.25297,15.83586,1907,301,2,158,2.345053,2.372719,2.360384,2.364284,2.36436,2.101804,2.107941,2.106366,2.109085,2.11226,3.973347,2.470722,2.56469,2.591835,2.39861,9.840286,7.542718,7.975854,8.116835,7.462392,3,5.33228E+18,GALAXY,,0.121741,4736,55631,50,LRG,34,0.882000029,0,0,0.059,0.059,0
1.23765E+18,146.3028037,1.523212835,19.86255,17.66649,16.4221,15.89876,15.45927,1907,301,2,158,1.962059,2.322284,2.349644,2.35539,2.355197,2.109027,2.10508,2.109222,2.105979,2.101956,5.208543,3.052616,2.955305,2.958449,2.679241,11.51713,9.896335,9.368511,9.554842,8.596215,3,5.33228E+18,GALAXY,,0.1202911,4736,55631,57,LRG,35,0.971000016,0,0,0.028999999,0,0
1.23765E+18,152.4647598,1.224335708,16.68911,15.1766,14.42929,14.01,13.72339,756,301,6,245,2.300274,2.549411,2.589819,2.550153,2.515467,2.077629,2.064598,1.989993,1.963694,1.938038,6.057933,6.731916,6.632087,6.658149,5.772639,16.41997,19.05968,19.17008,19.48162,16.79507,3,5.33458E+18,GALAXY,AGN,0.04546308,4738,55650,248,BRIGHTGAL,57,0.632000029,0.052999999,0.104999997,0.193000004,0.017999999,0
1.23765E+18,151.2459054,1.911799604,20.71503,18.69275,17.19257,16.6717,16.33934,1907,301,3,191,2.499038,2.304748,2.334739,2.354277,2.314783,2.096897,2.10905,2.112006,2.111445,2.093276,1.830122,1.967848,2.067358,1.940401,1.686621,4.176211,5.490285,6.18653,5.948099,5.181939,3,5.33464E+18,GALAXY,,0.2250316,4738,55650,464,LRG,45,0.755999982,0,0,0.089000002,0.044,0.111000001
1.23765E+18,158.1561791,1.768489298,22.35647,21.84401,19.68916,18.73544,18.32241,1458,301,2,223,0.843604,2.278953,2.218758,2.300392,2.205673,2.072604,2.076759,2.117453,2.131722,2.09775,3.58362,1.580047,1.386947,1.311462,1.278183,5.021996,5.297448,4.395791,4.355413,4.026096,3,5.33565E+18,GALAXY,,0.4722273,4739,55644,27,LRG,46,0.542999983,0,0,0.022,0.412999988,0.022
1.23765E+18,157.6330273,1.64805148,20.68601,18.57283,17.44022,16.85957,16.32352,1458,301,2,219,1.316934,2.351068,2.399351,2.338063,2.391152,2.067321,2.082474,2.105212,2.109365,2.1035,3.251688,2.539986,2.184586,2.085304,1.891574,8.819778,6.775767,6.079558,6.088882,5.677038,3,5.33568E+18,GALAXY,,0.09617282,4739,55644,140,LRG,60,0.616999984,0.017000001,0.067000002,0.166999996,0.133000001,0
1.23765E+18,157.169225,1.348253182,17.03424,15.81325,15.27577,14.9972,14.76197,1458,301,1,216,2.167196,2.199101,2.251848,2.289238,2.290313,2.0725,2.106956,2.114193,2.121644,2.077791,5.544369,5.752907,5.810869,6.021705,5.661703,12.55377,13.25476,13.86025,14.92722,13.88969,3,5.33571E+18,GALAXY,STARFORMING,0.02222414,4739,55644,250,BRIGHTGAL,29,0.137999997,0.275999993,0,0.586000025,0,0
