objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,mCr4_u,mCr4_g,mCr4_r,mCr4_i,mCr4_z,mCr4PSF_u,mCr4PSF_g,mCr4PSF_r,mCr4PSF_i,mCr4PSF_z,petroR50_u,petroR50_g,petroR50_r,petroR50_i,petroR50_z,petroR90_u,petroR90_g,petroR90_r,petroR90_i,petroR90_z,type,specobjid,class,subClass,redshift,plate,mjd,fiberid,sourceType,nvote,p_el,p_cw,p_acw,p_edge,p_dk,p_mg
1.23766E+18,170.8199673,10.11969232,19.55807,17.60441,16.70922,16.26653,15.9459,3031,301,5,338,2.346925,2.290968,2.315273,2.333291,2.270462,2.125698,2.119799,2.118698,2.175995,2.117029,2.587056,1.964734,1.77195,1.831704,1.788654,6.83035,5.403541,5.231443,5.253963,4.990965,3,1.37602E+18,GALAXY,,0,1222,52763,622,GALAXY,59,0.745999992,0.050999999,0.034000002,0.101999998,0.068000004,0
1.23766E+18,171.0251789,9.512100984,23.73087,20.69204,18.87474,18.18025,17.76213,3525,301,3,108,-9999,2.333742,2.305849,2.354461,2.150989,2.105313,2.11837,2.106109,2.13391,2.133582,5.831309,2.211318,1.700829,1.567992,1.464928,6.769629,6.110333,5.387251,4.661649,4.599761,3,1.37602E+18,GALAXY,,0.4034495,1222,52763,623,GALAXY,57,0.702000022,0,0,0.035,0.246000007,0.017999999
1.23766E+18,171.0233085,9.593579591,23.77146,21.09357,19.37541,18.63069,18.20803,3525,301,3,108,-9999,2.183432,2.340261,2.261491,2.199068,2.096871,2.108411,2.114896,2.133909,2.129166,4.608616,1.185734,1.448053,1.008289,1.362866,6.015622,2.93246,4.340199,2.17452,3.820404,3,1.37602E+18,GALAXY,,0.4993138,1222,52763,636,GALAXY,50,0.74000001,0,0.039999999,0,0.219999999,0
1.23766E+18,172.7899073,8.923768352,22.91382,19.68917,18.06015,17.41838,17.02012,3525,301,1,119,2.509636,2.439685,2.437761,2.363141,2.356229,2.072813,2.114069,2.116734,2.115173,2.132663,-9999,2.481557,2.357512,2.213404,2.173045,-9999,6.604362,7.100576,7.159899,5.596513,3,1.37698E+18,GALAXY,,0.298985,1223,52781,6,GALAXY,28,0.606999993,0,0,0.107000001,0.143000007,0.143000007
1.23766E+18,172.79395,8.749852902,21.3667,19.83265,18.19623,17.6116,17.13889,3525,301,1,119,0.9791334,2.393453,2.319758,2.330356,2.312077,2.094719,2.127671,2.105853,2.098828,2.125232,8.204576,2.181598,2.222806,2.625982,2.443105,11.17242,4.576692,6.693044,8.728607,8.895393,3,1.37698E+18,GALAXY,,0.2994034,1223,52781,18,GALAXY,36,0.861000001,0.028000001,0,0.028000001,0.082999997,0
1.23766E+18,173.0999617,9.367757541,22.20104,19.79808,18.13422,17.54768,17.18031,3031,301,3,353,1.02046,2.239786,2.323657,2.331403,2.23061,2.102238,2.094933,2.136692,2.129758,2.085179,4.701835,2.017486,1.713844,1.572054,1.552028,5.356588,5.392131,4.710589,4.361597,4.083912,3,1.37698E+18,GALAXY,,0.3019503,1223,52781,24,GALAXY,59,0.592999995,0.017000001,0.034000002,0.050999999,0.219999999,0.085000001
1.23766E+18,172.9363158,9.187181441,22.08805,20.16892,18.57375,17.90027,17.51292,3525,301,2,120,0.6317783,2.061223,2.301509,2.316368,2.309626,2.092441,2.105423,2.105171,2.104979,2.138154,-9999,1.665662,1.833362,1.936604,1.505098,-9999,4.52462,5.429999,6.436163,4.20092,3,1.37699E+18,GALAXY,,0.3580686,1223,52781,64,GALAXY,55,0.782000005,0.017999999,0,0.017999999,0.181999996,0
1.23766E+18,172.9691327,9.358631809,21.65191,19.55195,17.90007,17.27026,16.94967,3525,301,2,120,-1.05455,2.220268,2.398163,2.375165,2.370196,2.092686,2.117739,2.100513,2.101593,2.135875,3.26979,2.776773,2.525662,2.510324,1.81529,6.446373,8.576777,7.939828,7.862097,4.824096,3,1.37699E+18,GALAXY,,0.3057581,1223,52781,68,GALAXY,24,0.625,0.082999997,0.041999999,0.125,0.125,0
1.23766E+18,173.0812555,9.353581628,25.26374,19.68064,18.01926,17.44999,17.06739,3525,301,2,121,-4.019199,2.392931,2.319454,2.396753,2.394294,2.091554,2.117519,2.106984,2.118494,2.13283,-9999,2.700976,2.766529,3.383412,2.563117,-9999,6.973859,7.636386,9.326068,6.033798,3,1.377E+18,GALAXY,,0.3040392,1223,52781,74,GALAXY,30,0.76700002,0,0,0.133000001,0.100000001,0
1.23765E+18,221.978127,60.40723736,25.61678,20.96197,19.29123,18.40915,17.82907,2078,301,5,218,-9999,0.6040302,2.310772,2.32505,2.245198,2.086854,2.094688,2.100869,2.091221,2.09923,0.1249282,5.016975,2.329601,2.399631,2.712151,3.002017,10.72591,7.11669,7.624991,9.115189,3,6.84681E+17,GALAXY,,0.4812836,608,52081,488,GALAXY,58,0.707000017,0,0.017000001,0.034000002,0.207000002,0.034000002
1.23765E+18,221.9766795,59.78989701,21.30395,19.76016,18.6948,18.14606,17.99878,2078,301,4,220,1.973852,1.996231,2.162397,2.208314,2.132501,2.093673,2.090754,2.109297,2.132772,2.116267,2.219393,1.823386,2.016052,2.147877,1.880062,8.023623,4.728906,4.721399,5.363668,4.728824,3,6.84683E+17,GALAXY,,0.1255707,608,52081,495,GALAXY,33,0.273000002,0,0.061000001,0.575999975,0.090999998,0
1.23765E+18,221.8049688,59.85252145,22.67199,20.53314,18.76691,18.11596,17.87676,2078,301,4,219,0.6998261,2.232852,2.414276,2.456792,2.245275,2.066184,2.09285,2.108717,2.111212,2.106352,3.293189,2.542472,2.626141,2.466222,2.077016,5.314925,5.382433,7.590204,6.840861,6.136329,3,6.84684E+17,GALAXY,,0.3552372,608,52081,496,GALAXY,37,0.648999989,0,0,0.027000001,0.324000001,0
1.23765E+18,222.3463955,59.84880978,21.87816,19.41154,17.90752,17.37891,17.13268,2078,301,4,221,1.302784,2.312059,2.288007,2.286522,2.341423,2.071853,2.097001,2.10014,2.110111,2.117527,0.7709127,1.92772,1.686888,1.739492,1.898807,1.174208,4.855781,4.797231,5.089357,5.337666,3,6.84686E+17,GALAXY,,0.2523853,608,52081,506,GALAXY,26,0.846000016,0,0,0.037999999,0.115000002,0
1.23765E+18,222.1916023,60.34350921,26.08229,20.93499,19.08724,18.41789,17.98479,2078,301,5,219,-9999,2.247122,2.24765,2.20162,2.326736,2.085019,2.093168,2.108585,2.10426,2.092911,-9999,1.936386,1.86503,1.543707,2.042279,-9999,4.454821,5.748674,5.001494,6.506382,3,6.84688E+17,GALAXY,,0.4058475,608,52081,512,GALAXY,29,0.654999971,0,0.034000002,0.034000002,0.275999993,0
1.23765E+18,222.9275571,60.16279416,22.42089,19.76765,18.1855,17.60249,17.30607,2078,301,5,221,0.6107832,2.405484,2.32014,2.343093,2.40916,2.084104,2.083189,2.095146,2.08584,2.100438,5.036272,2.7815,2.288025,2.311376,2.181697,6.026319,7.28122,6.760025,7.583395,6.094141,3,6.84698E+17,GALAXY,,0.3157547,608,52081,547,GALAXY,53,0.773999989,0,0,0.057,0.170000002,0
1.23765E+18,222.661901,60.21425712,22.65586,20.61655,18.93165,18.23947,17.80344,2078,301,5,221,2.779021,2.195739,2.332278,2.317023,2.387104,2.088639,2.089404,2.087716,2.099814,2.094193,-9999,2.123399,2.166759,1.984012,2.430908,-9999,5.291384,6.222415,5.515635,6.488892,3,6.84701E+17,GALAXY,,0.4056331,608,52081,558,GALAXY,27,0.666999996,0,0,0,0.333000004,0
1.23765E+18,222.7465679,60.03251124,22.30165,20.46983,18.73184,18.10487,17.80352,2078,301,5,221,2.347162,2.305169,2.339839,2.269473,2.360314,2.082232,2.102944,2.099679,2.107108,2.091064,-9999,2.548735,2.054002,1.848406,1.88917,-9999,6.708512,5.931978,5.605523,5.572417,3,6.84701E+17,GALAXY,,0.3433201,608,52081,560,GALAXY,33,0.758000016,0,0.061000001,0.029999999,0.151999995,0
1.23765E+18,222.2687586,60.67597356,22.53093,20.26181,18.66158,18.0149,17.60345,2078,301,6,218,0.60855,2.249498,2.309394,2.284241,2.11948,2.085951,2.092226,2.090311,2.098441,2.078922,2.758818,2.395159,2.2129,2.119753,1.564139,9.828288,6.997244,6.425112,6.176555,4.778821,3,6.84702E+17,GALAXY,,0.2982139,608,52081,563,GALAXY,66,0.802999973,0,0.029999999,0.045000002,0.120999999,0
1.23765E+18,223.2659164,60.32251014,19.59573,18.83656,18.39035,18.07327,18.03119,2078,301,6,222,1.983626,2.102138,2.130616,2.149774,2.22504,2.092345,2.103047,2.070193,2.073222,2.080615,1.32267,1.471818,1.354648,1.422986,1.56496,2.711282,3.101369,2.821724,3.275537,3.590542,3,6.84707E+17,GALAXY,STARBURST,0.1725412,608,52081,581,QSO,64,0.453000009,0.016000001,0,0.141000003,0.375,0.016000001
1.23765E+18,223.7646233,60.14561204,20.5218,24.33543,16.56969,15.83302,22.79349,2078,301,6,224,1.99004,-9999,2.411128,2.32247,-9999,2.091183,2.093654,2.101731,2.100645,2.095232,-9999,20.30018,4.921239,6.683317,-9999,-9999,21.15054,11.88926,13.58493,-9999,3,6.84707E+17,GALAXY,,0.1056581,608,52081,583,GALAXY,34,0.381999999,0,0,0.059,0.441000015,0.118000001
1.23765E+18,223.6431286,60.36565834,21.29659,19.53224,18.06862,17.50638,17.2456,2078,301,6,223,1.942857,2.363733,2.308785,2.316829,2.290319,2.08639,2.090339,2.084044,2.089832,2.091769,5.336331,2.506396,2.214945,2.342154,2.140246,9.205538,5.986084,6.326376,6.58569,5.175379,3,6.84709E+17,GALAXY,,0.280383,608,52081,587,GALAXY,38,0.788999975,0.026000001,0,0.052999999,0.131999999,0
1.23765E+18,223.8475652,60.12021242,21.70252,20.17311,18.53723,17.97413,17.59236,2078,301,6,224,-9999,2.256392,2.223657,2.248785,2.098831,2.090437,2.091471,2.100882,2.095332,2.092979,5.216868,1.950361,1.780842,1.727484,1.546806,7.137594,4.579174,4.373846,4.10704,3.548189,3,6.8471E+17,GALAXY,,0.323751,608,52081,592,GALAXY,56,0.67900002,0,0.035999998,0.089000002,0.195999995,0
1.23765E+18,223.4281872,60.36670092,20.49434,20.04482,19.01594,18.77996,18.54654,2078,301,6,222,2.174408,2.09021,2.157907,2.180661,2.119041,2.08804,2.096932,2.08073,2.097665,2.090364,1.246289,1.142168,1.054261,1.108013,1.282485,2.554194,2.420704,2.677013,2.640291,3.72302,3,6.84711E+17,GALAXY,,0.4064742,608,52081,596,QSO,23,0.564999998,0,0,0,0.435000002,0
1.23765E+18,223.8344467,59.75896492,19.0901,17.67915,16.91109,16.50657,16.26103,2078,301,5,225,2.079153,2.131411,2.154975,2.201433,2.246546,2.095194,2.090776,2.109599,2.107382,2.099731,2.851222,3.1194,2.927928,2.908715,2.637665,5.751314,7.10246,6.843172,6.956226,5.539892,3,6.8472E+17,GALAXY,STARFORMING,0.151897,608,52081,630,GALAXY,32,0.375,0.125,0.030999999,0.187999994,0.093999997,0.187999994
1.23765E+18,223.8344467,59.75896492,19.0901,17.67915,16.91109,16.50657,16.26103,2078,301,5,225,2.079153,2.131411,2.154975,2.201433,2.246546,2.095194,2.090776,2.109599,2.107382,2.099731,2.851222,3.1194,2.927928,2.908715,2.637665,5.751314,7.10246,6.843172,6.956226,5.539892,3,6.8472E+17,GALAXY,STARFORMING,0.151897,608,52081,630,GALAXY,27,0.444000006,0,0,0.148000002,0.407000005,0
1.23765E+18,223.9361911,60.27857934,22.13213,20.4852,18.74982,18.13493,17.77156,2078,301,6,224,0.4636653,2.17942,2.243699,2.280833,2.343203,2.086359,2.088886,2.104369,2.085531,2.099328,4.065404,2.440273,1.769881,2.019808,1.931484,7.463675,6.548656,4.816775,5.418134,4.808248,3,6.84721E+17,GALAXY,,0.3599027,608,52081,631,GALAXY,44,0.795000017,0,0,0.068000004,0.136000007,0
1.23765E+18,224.3766979,60.17349105,25.33274,20.84335,19.11284,18.38728,17.88643,2078,301,6,225,-9999,2.138338,2.326331,2.224077,2.375932,2.086474,2.089774,2.089717,2.082659,2.101789,-9999,1.89607,2.182147,2.004138,2.501176,-9999,6.105381,6.487393,6.17857,6.386745,3,6.84723E+17,GALAXY,,0.4445569,608,52081,640,GALAXY,32,0.718999982,0,0,0,0.280999988,0
1.23766E+18,172.9283405,9.699341927,21.41047,19.54611,18.08048,17.4674,17.08956,3525,301,3,120,0.1888814,2.276895,2.353925,2.337103,2.355731,2.097554,2.116358,2.106945,2.122014,2.111249,3.027048,2.067368,1.767086,1.738842,1.572027,5.703181,5.284119,4.387081,4.579153,3.562196,3,1.377E+18,GALAXY,,0.3022565,1223,52781,78,GALAXY,72,0.694000006,0,0.041999999,0.082999997,0.166999996,0.014
1.23766E+18,172.8961252,9.627452274,21.11591,19.51785,17.88177,17.27468,16.87594,3525,301,3,120,2.444859,2.392245,2.368527,2.380558,2.368091,2.093474,2.107164,2.114538,2.123935,2.112345,5.142468,2.987138,2.380168,2.310751,2.518717,6.586528,7.552011,7.76761,7.534148,8.178998,3,1.377E+18,GALAXY,,0.3043916,1223,52781,80,GALAXY,30,0.699999988,0,0,0.100000001,0.200000003,0
1.23766E+18,172.7686534,9.207577676,21.69324,18.90382,17.82706,17.37531,17.05975,3525,301,2,119,0.694617,2.463763,2.550494,2.468608,2.443829,2.090467,2.109732,2.102071,2.110757,2.123024,1.152542,3.650604,2.77419,2.620312,1.983586,1.605759,8.035571,7.021976,6.352843,5.067619,3,1.37701E+18,GALAXY,,0.1790044,1223,52781,111,GALAXY,28,0.42899999,0,0.071000002,0.143000007,0.214000002,0.143000007
1.23766E+18,172.6958579,9.662780794,21.25397,19.45519,17.76119,17.15754,16.80914,3525,301,3,119,0.1566994,2.405248,2.497239,2.409755,2.540287,2.091487,2.114592,2.114102,2.138664,2.112644,7.404497,3.022945,2.975707,2.869521,2.508114,11.53847,7.081731,8.64211,6.922165,7.58297,3,1.37701E+18,GALAXY,,0.3039425,1223,52781,112,GALAXY,30,0.400000006,0,0,0.033,0.300000012,0.26699999
1.23766E+18,171.7955757,8.731037517,15.23193,14.65865,14.38095,14.45573,14.33272,3525,301,1,113,2.395554,2.606914,2.431727,2.325758,2.298701,2.085864,2.118365,2.110027,2.101527,2.121848,4.420764,5.470115,5.901247,6.225401,6.223388,13.25606,14.14246,14.60959,14.89267,16.40685,3,1.37701E+18,GALAXY,STARBURST,0.00345081,1223,52781,128,QSO,34,0.352999985,0,0,0.175999999,0.147,0.324000001
1.23766E+18,172.3362065,9.619874733,23.86279,20.61323,18.9027,18.24862,17.8106,3525,301,3,116,-9999,2.358361,2.352479,2.404938,2.346334,2.091136,2.108609,2.114467,2.124398,2.114849,8.946794,2.561483,2.006461,2.371027,2.035535,10.50476,5.784055,5.524417,7.81224,7.001536,3,1.37701E+18,GALAXY,,0.3891329,1223,52781,142,GALAXY,40,0.625,0.025,0,0,0.075000003,0.275000006
1.23766E+18,172.5109462,9.283109042,16.46285,14.44161,13.7327,13.37118,13.81329,3525,301,2,117,2.52105,-9999,-9999,-9999,-9999,2.078869,2.099892,2.115051,2.110903,2.127849,-9999,24.46115,24.30395,23.6634,0.8555804,-9999,40.25951,39.01243,37.55299,1.104328,3,1.37702E+18,GALAXY,STARBURST,0.003908201,1223,52781,160,GALAXY,56,0,0,1,0,0,0
1.23766E+18,172.1038772,9.68731656,20.39767,18.74575,18.19034,17.97369,17.85608,3525,301,3,115,2.047909,2.110786,2.082949,2.103709,2.093392,2.09833,2.0952,2.113328,2.116662,2.123706,0.6729943,0.6854662,0.6449121,0.637522,0.6080644,1.206864,1.441417,1.375324,1.372199,1.313395,6,1.37702E+18,STAR,F9,-6.88E-05,1223,52781,177,GALAXY,60,0.150000006,0.017000001,0,0.082999997,0.182999998,0.566999972
1.23766E+18,171.9645971,9.614731032,22.02603,20.74317,18.97248,18.23399,17.79329,3525,301,3,114,0.9285056,2.284068,2.394927,2.367428,2.285269,2.094598,2.114896,2.118693,2.12311,2.120216,4.64213,1.407042,2.169039,2.218718,1.563594,9.422021,2.793763,6.81431,6.311852,4.357821,3,1.37703E+18,GALAXY,,0.423249,1223,52781,182,GALAXY,31,0.676999986,0.064999998,0,0,0.257999986,0
1.23766E+18,172.0050105,9.190285672,20.18185,19.60398,19.21527,19.07458,18.95934,3525,301,2,114,2.020857,2.149641,2.127513,2.185334,2.071172,2.087,2.11307,2.118677,2.109559,2.135403,0.9726131,0.7766803,0.8256179,0.839156,0.6017563,2.344314,1.648213,1.982817,2.246256,1.093202,6,1.37703E+18,GALAXY,,0.2015762,1223,52781,185,QSO,34,0.324000001,0,0,0.147,0.528999984,0
1.23766E+18,171.8597425,9.714665811,23.78839,21.60494,19.65303,18.66387,18.2916,3525,301,3,113,-9999,1.955822,2.481472,2.3271,2.247188,2.089314,2.105617,2.127417,2.126612,2.10832,7.335169,7.948019,2.423024,1.868312,1.975587,7.704574,8.99322,6.136287,5.232753,5.605498,3,1.37703E+18,GALAXY,,0.5237619,1223,52781,196,GALAXY,30,0.300000012,0,0,0.133000001,0.532999992,0.033
1.23766E+18,172.0428604,9.661667718,23.14526,20.95733,19.02602,18.05449,17.59103,3525,301,3,114,0.2530325,2.036282,2.325094,2.311,2.207675,2.099513,2.110227,2.116419,2.117929,2.120329,-9999,5.888919,2.871575,2.134104,2.020906,-9999,13.77309,8.991059,7.16474,6.555983,3,1.37703E+18,GALAXY,,0.5178375,1223,52781,200,GALAXY,33,0.666999996,0,0,0.061000001,0.273000002,0
1.23766E+18,171.5827486,8.875399679,23.42705,21.49855,19.48756,18.69741,18.23914,3525,301,1,111,-0.1835113,2.069064,2.279125,2.313054,2.423178,2.086317,2.118603,2.108347,2.114652,2.128117,0.1971713,1.465769,2.282394,1.165747,1.910248,0.2729327,2.595875,7.587327,2.397493,7.911879,3,1.37704E+18,GALAXY,,0.4601656,1223,52781,216,GALAXY,38,0.788999975,0.026000001,0,0,0.184,0
1.23766E+18,171.5516689,8.697839018,25.83539,21.10487,19.17952,18.62668,18.49621,3525,301,1,111,-9999,2.329013,2.209643,2.244859,2.150733,2.086317,2.116302,2.105558,2.110864,2.10797,-9999,-9999,2.91382,7.841316,-9999,-9999,-9999,11.06633,12.95698,-9999,3,1.37704E+18,GALAXY,,0.3208947,1223,52781,220,GALAXY,67,0.582000017,0.015,0,0.059999999,0.342999995,0
1.23766E+18,171.651076,9.709518489,23.37982,21.0187,19.1746,18.43655,17.99625,3525,301,3,112,0.1784058,2.074597,2.329019,2.315508,2.23052,2.105788,2.102552,2.125205,2.134317,2.127739,-9999,0.804314,3.148665,2.952448,2.677669,-9999,1.212013,8.040822,8.358527,7.211656,3,1.37704E+18,GALAXY,,0.4236217,1223,52781,228,GALAXY,43,0.721000016,0,0,0.07,0.163000003,0.046999998
1.23766E+18,171.2804708,8.706604505,27.22462,20.63026,18.89275,18.2079,17.74446,3525,301,1,109,-9999,2.199917,2.245193,2.258008,2.209763,2.102149,2.122464,2.104745,2.097997,2.123988,-9999,1.485706,1.763101,1.562814,1.119767,-9999,3.503116,5.295225,4.177387,2.476526,3,1.37706E+18,GALAXY,,0.3299921,1223,52781,300,GALAXY,59,0.492000014,0,0,0.068000004,0.321999997,0.119000003
1.23766E+18,171.4728868,9.987434632,14.95861,14.08784,13.67965,13.48203,13.31019,3525,301,4,111,2.359352,2.387074,2.404833,2.418133,2.417056,2.09607,2.112274,2.124303,2.121632,2.124517,4.353876,5.229639,6.053452,6.333243,6.025124,14.11003,15.67734,17.30443,17.25246,16.254,3,1.37708E+18,GALAXY,STARFORMING,0.00386275,1223,52781,386,GALAXY,63,0.651000023,0,0,0.301999986,0.016000001,0.032000002
1.23766E+18,171.6584738,10.05077199,20.17374,18.73345,17.86041,17.45623,17.18852,3525,301,4,112,2.149779,2.240103,2.263295,2.325071,2.347736,2.09563,2.092647,2.124819,2.130676,2.119621,3.625032,2.029733,2.101392,2.007128,1.703461,7.297293,4.395991,4.797131,4.738586,3.777533,3,1.3771E+18,GALAXY,,0,1223,52781,436,GALAXY,23,0.65200001,0,0.043000001,0.216999993,0.086999997,0
1.23766E+18,160.8258798,48.26697405,24.68502,20.61945,18.63269,17.85205,17.40964,2964,301,5,216,-1.059417,2.236151,2.354297,2.35165,2.379717,2.069615,2.111742,2.119727,2.109279,2.193254,-9999,1.302611,1.673412,1.822671,1.877345,-9999,3.448952,4.506249,5.314132,5.055659,3,1.08326E+18,GALAXY,,0.3702396,962,52620,527,GALAXY,23,0.435000002,0,0,0,0.34799999,0.216999993
1.23766E+18,161.5557272,48.29208685,22.24607,20.40626,18.65551,18.00048,17.56274,2964,301,5,219,3.664631,2.274518,2.330215,2.34625,2.304075,2.104195,2.119285,2.130305,2.127782,2.140647,1.896538,1.509095,1.557058,1.556021,1.487624,5.667149,3.497895,4.14808,4.230951,3.611629,3,1.08328E+18,GALAXY,,0.3677,962,52620,605,GALAXY,33,0.787999988,0,0.029999999,0.090999998,0.090999998,0
1.23766E+18,161.1530405,48.32127018,21.62309,19.29424,17.78961,17.24991,16.86214,2964,301,5,218,0.3632361,2.38165,2.389901,2.394143,2.393691,2.115397,2.098418,2.113725,2.1043,2.117139,2.35855,2.474577,2.290486,2.111891,1.969937,10.79265,7.450786,7.175882,6.504689,5.358428,3,1.08434E+18,GALAXY,,0.2654536,963,52643,350,GALAXY,63,0.713999987,0.032000002,0,0.063000001,0.094999999,0.094999999
1.23766E+18,162.082442,48.50732893,21.77329,20.79301,19.259,18.45765,18.06157,2964,301,5,222,0.5989143,2.175906,2.380555,2.393764,2.469573,2.105324,2.115009,2.118811,2.135426,2.170392,1.705175,2.146549,1.638462,1.705595,1.467688,3.337938,5.647147,4.569547,5.318109,4.951063,3,1.08435E+18,GALAXY,,0.4715782,963,52643,381,GALAXY,39,0.61500001,0,0.026000001,0.026000001,0.282000005,0.050999999
1.23766E+18,161.6384842,48.43411582,22.59836,19.94501,18.4515,17.89653,17.52687,2964,301,5,220,1.323714,2.397626,2.316762,2.32933,2.333281,2.102167,2.123039,2.1071,2.108312,2.116222,11.6962,1.797613,3.360235,3.094111,3.461483,15.25048,4.11173,9.775585,9.907587,9.954898,3,1.08435E+18,GALAXY,,0.2485935,963,52643,389,GALAXY,36,0.666999996,0,0,0,0.25,0.082999997
1.23766E+18,162.5668953,48.44180029,22.66934,20.78271,19.07834,18.32167,17.85321,2964,301,5,224,1.315903,2.315299,2.309933,2.292488,2.356046,2.10803,2.106209,2.121197,2.148192,2.177843,1.461702,3.003746,2.191651,1.807931,2.281364,7.316713,8.912935,6.444461,6.013226,7.214182,3,1.08436E+18,GALAXY,,0.4405087,963,52643,425,GALAXY,32,0.781000018,0,0,0.061999999,0.156000003,0
1.23766E+18,162.2187999,48.52111516,24.56275,20.36414,18.63859,18.02214,17.63155,2964,301,5,222,0.6564057,2.299714,2.370584,2.354513,2.366736,2.107413,2.111315,2.118599,2.134851,2.156463,5.364541,2.070321,1.855878,1.841256,1.650966,8.142015,6.547997,6.008695,5.423542,4.895661,3,1.08436E+18,GALAXY,,0.373298,963,52643,428,GALAXY,27,0.851999998,0,0,0.037,0.111000001,0
1.23766E+18,163.3798771,48.7280401,19.01075,18.39861,18.07142,17.84419,17.90759,2964,301,5,228,2.089247,2.08904,2.129767,2.106433,2.131959,2.115993,2.107444,2.111667,2.128386,2.1528,1.111028,1.06714,1.07406,1.100253,1.019,2.513026,2.392765,2.559628,2.607469,2.413661,3,1.08437E+18,GALAXY,STARBURST,0.1663346,963,52643,453,QSO,30,0.532999992,0.033,0,0.133000001,0.300000012,0
1.23766E+18,163.3298075,48.70234362,22.6864,20.90402,19.12326,18.27314,17.85981,2964,301,5,228,0.07363731,2.259233,2.257906,2.272034,2.399727,2.11604,2.108106,2.112027,2.12851,2.153707,3.407473,1.403287,1.365379,1.279453,1.35718,4.259611,5.380473,4.289047,3.605837,5.24157,3,1.08437E+18,GALAXY,,0.4753943,963,52643,456,GALAXY,27,0.814999998,0,0,0.037,0.148000002,0
1.23766E+18,162.6712291,48.59650268,20.92409,18.86828,17.76941,17.34206,17.01243,2964,301,5,225,2.402922,2.325199,2.286891,2.292803,2.293306,2.080654,2.093653,2.090777,2.120618,2.131712,2.557244,1.359327,1.408014,1.367112,1.36076,5.50844,4.154903,4.144072,4.32487,3.999091,3,1.08437E+18,GALAXY,,0.1593198,963,52643,461,GALAXY,60,0.800000012,0,0,0.067000002,0.133000001,0
1.23766E+18,162.963862,48.59453939,22.12694,20.67229,18.90851,18.26922,17.84791,2964,301,5,226,0.8880687,2.423244,2.329282,2.275377,2.363544,2.116345,2.121316,2.131495,2.135835,2.130843,1.5843,1.893531,1.583981,1.39753,1.519216,2.954613,4.936111,4.667187,4.161755,5.617424,3,1.08437E+18,GALAXY,,0.3703693,963,52643,482,GALAXY,62,0.758000016,0.032000002,0.032000002,0.081,0.097000003,0
1.23766E+18,163.6259794,48.84973392,24.13047,21.19717,19.41465,18.57686,18.06694,2964,301,5,229,-9999,2.202474,2.230873,2.240193,2.111853,2.113025,2.113766,2.11798,2.10511,2.097728,4.761543,1.209969,1.247155,1.233401,1.215182,5.162721,3.347311,4.000133,3.698794,4.018641,3,1.08439E+18,GALAXY,,0.4735997,963,52643,535,GALAXY,61,0.638999999,0.048999999,0,0.048999999,0.261999995,0
1.23766E+18,163.6616701,48.85820331,25.28006,21.44407,19.5577,18.70732,18.33821,2964,301,5,229,0.8651179,2.248468,2.381753,2.36236,2.376244,2.127556,2.114095,2.115851,2.095259,2.102862,-9999,3.36263,1.568332,1.699684,1.297215,-9999,6.529735,4.243832,4.932498,4.000916,3,1.08439E+18,GALAXY,,0.4738951,963,52643,536,GALAXY,62,0.597000003,0,0.032000002,0.081,0.289999992,0
1.23766E+18,163.6704009,48.72772207,22.80789,21.06618,19.30679,18.46623,17.99738,2964,301,5,229,1.084276,2.283256,2.312532,2.298883,2.261087,2.10219,2.108256,2.107345,2.124555,2.166554,6.061319,1.17544,1.715039,1.521784,1.110001,7.934897,2.657003,6.028965,4.65027,4.364845,3,1.08439E+18,GALAXY,,0.4758325,963,52643,539,GALAXY,58,0.707000017,0.034000002,0,0.086000003,0.172000006,0
1.23766E+18,163.9253911,48.84762852,24.49375,20.75123,18.99487,18.29312,17.94433,2964,301,5,230,-9999,2.333205,2.317189,2.38936,2.36694,2.117824,2.104649,2.125153,2.12657,2.165176,5.725886,2.025842,1.734094,1.472738,1.512907,7.698411,6.13429,5.616748,4.335095,4.605343,3,1.0844E+18,GALAXY,,0.4242837,963,52643,568,GALAXY,32,0.688000023,0,0,0,0.312000006,0
1.23766E+18,164.4079907,48.88147325,25.12278,20.24237,18.60658,17.9235,17.47078,2964,301,5,232,7.05987,2.394673,2.351846,2.389471,2.346467,2.10031,2.103926,2.104254,2.105152,2.181475,-9999,1.61674,1.69316,1.620985,1.783689,-9999,3.653244,4.366233,3.983588,5.753641,3,1.08441E+18,GALAXY,,0.2783424,963,52643,605,GALAXY,28,0.92900002,0,0,0.035999998,0,0.035999998
1.23766E+18,164.563577,48.95129985,22.36098,20.17976,18.47049,17.86972,17.52731,2964,301,5,233,0,2.340698,2.36478,2.334735,2.312602,2.116249,2.106189,2.104675,2.093142,2.160379,5.510725,1.833016,1.976283,1.632856,1.634891,9.16276,5.012269,6.076077,4.861293,5.090801,3,1.08546E+18,GALAXY,,0.3172066,964,52646,343,GALAXY,53,0.81099999,0,0,0.018999999,0.112999998,0.057
1.23766E+18,164.3822446,48.97350408,23.80007,21.37291,19.67755,19.04616,18.73249,2964,301,5,232,8.987042,2.10534,2.085867,2.061183,2.009398,2.114434,2.103433,2.098893,2.092824,2.122678,-9999,0.7385271,0.6407033,0.624649,0.5890383,-9999,1.332502,1.249019,1.20327,1.128611,3,1.08546E+18,GALAXY,,0.3481484,964,52646,349,GALAXY,67,0.194000006,0,0,0.029999999,0.700999975,0.075000003
